book_id,bet_id,transaction_id,ticket_id,last_name,first_name,passport_series,passport_number,ban_status
79,798,282,335,Jones,Felicia,6851,927355,BANNED
151,586,244,948,King,Monica,2708,567877,NOT BANNED
468,532,978,740,Bartlett,Traci,4919,125246,NOT BANNED
796,802,673,431,Jones,John,5602,663556,NOT BANNED
1000,382,287,638,Scott,Randall,8784,411464,NOT BANNED
485,911,211,408,Aguirre,Hannah,7312,505354,NOT BANNED
997,952,559,582,Miller,Aaron,1003,714520,NOT BANNED
824,441,658,91,Jones,Alexandra,8551,545317,BANNED
455,190,276,545,Buck,Mark,7256,998227,BANNED
531,202,212,822,Heath,Ronald,7501,160813,BANNED
354,864,764,247,Knight,Laurie,3742,508072,NOT BANNED
793,615,755,526,Smith,Amy,8184,193548,BANNED
335,165,59,616,Caldwell,Donald,4693,902262,BANNED
545,120,540,795,Johnson,Alexandra,1014,289505,BANNED
617,372,733,777,Robinson,Angela,3330,713809,NOT BANNED
22,271,361,441,Franklin,Joseph,5251,291266,BANNED
553,72,408,789,Kennedy,Amanda,5245,120219,BANNED
930,613,229,643,Ryan,Cheryl,1499,942536,NOT BANNED
712,835,510,513,Frederick,Jon,7767,344388,NOT BANNED
346,443,862,257,Turner,Makayla,9417,324289,NOT BANNED
647,905,459,985,Jones,Juan,9677,349922,BANNED
38,590,750,837,Jones,Ryan,6374,164987,BANNED
774,282,835,381,Soto,Perry,4118,257340,BANNED
393,464,347,903,Johnson,Veronica,5353,410607,BANNED
413,297,351,889,Gilbert,Ryan,9069,627811,NOT BANNED
767,226,669,829,Wilcox,Nicholas,6836,623507,BANNED
285,354,665,273,Reid,Henry,8420,795098,BANNED
818,401,895,1,Baker,Crystal,1026,679625,NOT BANNED
179,54,348,297,Gonzalez,Shelley,4127,589562,BANNED
635,40,189,398,Moreno,Chad,8773,295745,BANNED
916,853,761,70,Moreno,Michael,4333,829219,BANNED
454,902,731,802,Perry,Billy,6034,285143,BANNED
614,193,836,504,Wilson,George,4852,676640,BANNED
475,709,846,352,Greer,Kayla,7795,238030,BANNED
85,324,449,691,Long,Sarah,7673,344696,BANNED
797,619,76,266,Johnston,Julie,1547,967236,NOT BANNED
443,477,759,945,Thomas,Charles,4785,412676,BANNED
722,107,233,593,Miller,Julie,6559,578383,NOT BANNED
669,448,292,994,Warner,Denise,8837,434631,NOT BANNED
680,178,524,506,Graves,Adam,3806,820351,BANNED
258,288,217,86,Cannon,Jack,6847,360368,NOT BANNED
167,779,889,124,Cunningham,James,5388,133518,NOT BANNED
198,89,857,883,King,Alyssa,1942,375751,NOT BANNED
240,935,871,116,Nelson,Nicole,4203,853056,BANNED
200,389,180,151,Ward,Elizabeth,5590,134807,NOT BANNED
165,276,882,219,Robinson,Steven,7249,280351,NOT BANNED
716,139,784,133,Jackson,Diane,6637,243346,BANNED
555,509,844,734,Kramer,Helen,3092,672438,BANNED
216,869,303,664,Harvey,Jason,2600,878232,NOT BANNED
134,713,982,267,Young,Christine,4545,103675,BANNED
683,776,248,747,Gordon,Lauren,1399,430274,NOT BANNED
874,444,867,588,Paul,Juan,6296,491613,NOT BANNED
213,450,493,476,Moreno,Savannah,9179,738496,NOT BANNED
970,67,741,18,Craig,Joseph,1488,161438,NOT BANNED
925,852,853,103,Lee,Laura,2959,796738,BANNED
570,104,776,535,Cook,Robert,9889,268258,BANNED
982,844,547,987,Wilson,Bridget,6917,997658,NOT BANNED
280,903,210,896,Ramos,Matthew,4678,619872,NOT BANNED
21,9,587,281,Branch,Shane,9632,549742,BANNED
6,144,379,71,Glass,Joe,3519,384815,BANNED
807,250,790,104,Carroll,Caroline,2039,633614,NOT BANNED
34,161,418,43,Mendoza,Robert,3094,825792,BANNED
434,724,393,207,Wright,Tracy,1855,802379,NOT BANNED
828,189,249,337,Gomez,Christopher,5792,992984,NOT BANNED
449,437,598,924,Nichols,Carly,2712,515636,NOT BANNED
296,969,544,861,Smith,James,2007,942156,BANNED
843,393,928,921,Taylor,Henry,7085,150402,BANNED
918,919,754,374,Simmons,Sergio,9667,334892,BANNED
761,156,608,558,Kelly,William,4474,457861,NOT BANNED
711,6,619,565,Sanchez,Becky,2561,420049,NOT BANNED
24,974,898,224,Keller,Michael,2866,474399,NOT BANNED
306,59,428,276,Wilson,Casey,3144,911641,NOT BANNED
598,166,996,469,Dyer,Jennifer,4062,275289,NOT BANNED
832,4,368,953,Smith,Christopher,4035,621483,BANNED
80,656,171,442,Sanchez,Daniel,2249,671735,BANNED
66,345,555,147,Hahn,Alvin,4947,426535,NOT BANNED
571,527,701,121,Webb,Michele,9137,612842,BANNED
195,913,227,325,Adams,Trevor,3596,935120,NOT BANNED
65,148,107,45,Yang,Amanda,7661,614486,NOT BANNED
422,431,299,113,Miller,Angela,1687,657110,NOT BANNED
246,522,577,283,Sims,Emily,2896,946838,BANNED
305,841,326,277,Beck,David,3595,414387,NOT BANNED
884,763,465,278,Park,Shelley,7266,580556,NOT BANNED
626,817,442,520,Cox,Christopher,2408,316089,BANNED
785,331,467,464,Carroll,Michelle,2520,749697,BANNED
497,404,984,901,Yu,Tyler,3868,685224,BANNED
943,683,25,624,Guzman,Edward,8916,584821,NOT BANNED
519,18,661,475,Moore,Allison,4612,710830,NOT BANNED
71,970,3,432,Taylor,Alexis,2772,948775,NOT BANNED
858,895,531,178,Norman,Tina,8717,283827,NOT BANNED
112,880,413,305,Young,Sharon,6704,229322,BANNED
59,76,739,943,Holloway,Diane,8947,636894,BANNED
515,14,930,846,Durham,Rhonda,4302,169248,NOT BANNED
753,386,582,525,Hill,Eddie,4663,739617,BANNED
392,731,680,285,Olson,Emily,2336,909324,BANNED
739,513,75,756,Campbell,Nicholas,9195,902330,NOT BANNED
47,788,492,591,Ruiz,Peter,4823,217982,BANNED
363,564,837,34,Nash,Charles,2932,338146,BANNED
327,252,622,956,Fisher,Danny,3114,585617,NOT BANNED
311,418,6,112,Anderson,Juan,8818,530852,NOT BANNED
575,900,99,452,Evans,Billy,8029,490379,BANNED
48,485,1,90,Stokes,Angela,9132,884885,NOT BANNED
697,409,579,699,Murillo,Elizabeth,2472,180988,NOT BANNED
49,917,610,957,Robinson,Kayla,7010,995480,NOT BANNED
735,456,55,563,Taylor,Julie,6051,109786,BANNED
762,482,468,720,Graves,Anthony,7700,215857,NOT BANNED
283,695,391,3,Kelly,Ashley,4765,364283,BANNED
784,707,191,600,Fleming,Ashley,9926,343002,BANNED
173,595,810,938,Webb,Isaac,4855,708174,BANNED
114,609,154,291,Perry,Kathryn,5175,466447,BANNED
444,487,483,165,Owens,Alicia,6704,383281,NOT BANNED
991,647,367,864,Gonzalez,Ernest,5701,471980,BANNED
199,453,967,990,Flores,Christopher,7930,282905,BANNED
421,220,530,955,Cisneros,Diana,4614,460665,BANNED
904,119,349,632,Torres,Mary,1849,772842,BANNED
582,846,740,621,Duncan,Crystal,5088,628051,NOT BANNED
537,502,4,76,Garcia,Austin,4823,266040,NOT BANNED
630,978,495,357,James,Kimberly,2508,360151,BANNED
67,173,581,703,Paul,Sean,9297,379689,NOT BANNED
101,50,910,240,Edwards,Andrea,5147,954801,NOT BANNED
174,962,424,717,Tran,Cynthia,7834,622071,NOT BANNED
172,78,122,302,Lopez,Jeffrey,3237,611801,BANNED
640,216,999,832,Russell,Frederick,2316,507332,BANNED
294,74,822,909,Holloway,Victoria,5600,360855,BANNED
102,301,936,707,Ferguson,Elizabeth,6402,681079,BANNED
150,115,163,1000,Roth,Zachary,5991,294618,NOT BANNED
750,996,727,184,Torres,John,1966,747103,NOT BANNED
211,839,255,830,Williams,Andrew,2640,288180,BANNED
518,617,920,263,Howe,Patricia,5993,126967,NOT BANNED
464,742,626,61,Hartman,Joseph,6968,592098,BANNED
170,75,707,425,Hall,Courtney,1487,388226,BANNED
487,601,583,560,Walker,Craig,4264,441388,BANNED
388,263,772,72,Carr,Tiffany,6134,129150,NOT BANNED
756,402,565,16,Stokes,Emily,9626,175357,BANNED
435,310,478,905,Atkinson,Katrina,5807,166832,BANNED
532,90,466,459,Wilcox,Stacy,5037,318715,NOT BANNED
764,998,950,237,Miller,Dwayne,1081,382171,NOT BANNED
225,888,27,14,Elliott,Teresa,4999,565032,NOT BANNED
94,733,683,855,Adams,Teresa,5368,538704,NOT BANNED
192,152,275,919,Gomez,Joel,1777,287388,NOT BANNED
702,624,969,107,Roberts,Lisa,5115,116898,NOT BANNED
525,803,490,728,Clark,Stephen,7214,938493,BANNED
91,342,793,790,Lozano,Jennifer,5240,536707,NOT BANNED
499,46,50,41,Weeks,Raymond,9261,803053,NOT BANNED
892,826,106,925,Snyder,Samantha,3431,148940,NOT BANNED
480,814,924,364,Nelson,Dennis,2574,930746,BANNED
663,918,825,489,Alvarado,Brian,4422,813088,NOT BANNED
795,375,656,413,Marsh,Amy,5308,936588,BANNED
742,258,87,479,Francis,Maria,3958,356286,NOT BANNED
226,179,877,671,Byrd,Seth,2633,661045,BANNED
204,34,48,642,Simon,Maria,8022,830714,BANNED
926,668,505,653,Ortiz,Jordan,3360,953762,BANNED
359,303,639,933,Farrell,Brittany,8962,603737,BANNED
919,989,45,641,Smith,Daniel,5577,703030,BANNED
121,177,576,229,Glover,Alexandra,6206,596056,NOT BANNED
736,627,808,770,Leonard,Lori,2143,587512,BANNED
690,984,966,658,Hill,Amanda,3723,648177,NOT BANNED
144,484,830,762,Fields,Steven,9545,280081,NOT BANNED
118,118,1000,58,Cook,Amanda,8765,827872,BANNED
849,188,571,810,Kelly,Nathaniel,6780,733567,BANNED
996,599,693,260,Jones,Matthew,9005,639493,BANNED
447,285,698,870,Rodriguez,Gregory,4949,850979,BANNED
290,23,573,316,Ritter,Jessica,9265,959486,NOT BANNED
947,800,448,448,Burns,Hannah,8212,538569,NOT BANNED
759,789,987,769,Johnson,Michael,3880,107864,BANNED
193,28,681,268,Tucker,Hannah,1725,254851,BANNED
885,225,829,423,Hill,Jeremy,8550,737395,BANNED
972,185,113,491,Sawyer,Brian,1670,956497,NOT BANNED
577,805,422,32,Franklin,Kenneth,3564,577749,NOT BANNED
303,488,854,663,Davis,Janice,9612,949599,NOT BANNED
666,958,476,449,White,Rachael,1551,486257,BANNED
380,673,974,744,Henry,Eric,2654,930136,BANNED
936,874,378,946,Suarez,Veronica,8405,357242,BANNED
578,503,51,397,Smith,Miranda,9036,927689,BANNED
437,908,61,684,Bauer,Daniel,2493,588747,BANNED
484,60,678,939,Acosta,Marilyn,4298,510300,NOT BANNED
602,455,715,186,Collins,Matthew,2659,302992,BANNED
239,706,929,555,Kennedy,Francisco,1804,244249,BANNED
55,708,231,625,Ross,Helen,1763,349927,NOT BANNED
398,510,574,912,Weiss,Kimberly,5878,216409,BANNED
907,596,324,984,Cooper,James,6594,667765,NOT BANNED
974,938,395,233,Haas,David,8956,304054,NOT BANNED
135,16,876,568,Choi,Caroline,1131,310472,BANNED
249,243,498,226,Burke,Emily,3719,184166,BANNED
99,640,799,538,Benson,Sheena,1893,958639,BANNED
766,237,279,366,Edwards,Anthony,3296,615113,BANNED
965,246,494,718,Clay,Nicolas,2048,353612,BANNED
415,77,313,885,Walker,Kenneth,2167,457546,BANNED
466,842,994,646,James,John,4833,661503,NOT BANNED
790,606,869,872,Michael,Eric,9261,532797,BANNED
536,890,663,417,Sutton,Sheryl,7566,355715,NOT BANNED
46,468,309,973,Sanchez,Antonio,5694,311162,BANNED
810,584,136,427,Mitchell,David,9742,429827,NOT BANNED
857,136,623,284,Johnston,Eugene,1720,497031,BANNED
727,850,613,201,Ramos,Rachel,6952,429936,NOT BANNED
950,466,548,709,Lee,Laura,6418,670787,BANNED
940,407,833,831,Porter,Kevin,2160,503551,NOT BANNED
218,819,416,100,Kirk,Christine,8903,361108,BANNED
32,927,137,727,Rodriguez,Jared,1205,459178,NOT BANNED
293,214,525,327,Martinez,Michael,1179,527101,BANNED
324,942,691,845,Hall,Michael,3259,702226,BANNED
465,272,158,574,Taylor,Amy,4679,664259,BANNED
446,661,446,120,Clark,Tammy,7465,321729,NOT BANNED
776,838,497,633,Arnold,Erica,7220,299085,NOT BANNED
984,834,142,806,Harris,Peter,7764,971608,BANNED
221,717,329,75,Johnson,Chad,6591,707483,BANNED
498,643,651,610,Nicholson,Diane,5647,480600,NOT BANNED
850,268,366,522,Garrison,Frederick,7275,869950,BANNED
138,652,120,248,Rhodes,Crystal,9211,781432,NOT BANNED
704,230,628,222,White,Jessica,1248,762869,NOT BANNED
740,936,193,500,Ashley,Samantha,5034,512211,BANNED
395,980,266,87,Wilson,Tamara,2602,597785,NOT BANNED
136,151,721,635,Stone,Stephanie,8202,250475,NOT BANNED
560,915,522,644,Young,Regina,7496,438299,NOT BANNED
13,351,939,358,Beck,Melanie,5480,648465,NOT BANNED
51,196,377,199,Mason,Thomas,1384,939144,BANNED
842,154,650,612,Peterson,Jeremiah,2345,886834,BANNED
927,556,362,804,Miller,Deborah,9688,448114,NOT BANNED
410,754,35,157,Petty,Kristin,3152,244090,NOT BANNED
597,569,726,461,Waters,Carolyn,6041,875719,BANNED
611,755,660,952,Black,Caitlyn,7425,532056,BANNED
607,761,960,783,Smith,Mallory,2471,271854,BANNED
656,240,316,471,Hatfield,Jennifer,3364,279979,BANNED
348,572,983,110,Herrera,Daniel,7202,457443,NOT BANNED
705,63,343,887,Henderson,Debra,9142,139672,BANNED
197,141,695,726,Pearson,Kelly,7666,421928,BANNED
176,135,92,238,Wong,Ashley,6254,131000,NOT BANNED
236,483,97,911,Jackson,James,8098,286104,NOT BANNED
629,667,240,190,Willis,Alan,4929,497121,NOT BANNED
329,736,278,873,Weaver,William,8543,936266,NOT BANNED
400,150,746,503,King,Keith,5903,832034,BANNED
563,411,382,434,Mathis,Daniel,3493,782243,BANNED
600,422,381,10,Bailey,Troy,7810,739041,BANNED
286,494,592,654,Snyder,Kimberly,2958,987502,BANNED
538,777,159,876,Livingston,Heather,1730,159791,BANNED
746,211,556,7,Patterson,Brendan,2181,853254,BANNED
671,479,402,421,Miller,Brianna,5070,886871,BANNED
383,213,923,669,Colon,Lucas,3482,228699,NOT BANNED
343,831,18,662,Matthews,Nathan,1569,688914,NOT BANNED
270,317,151,462,Lewis,Mark,2776,457259,BANNED
423,622,886,495,Irwin,James,3383,671972,NOT BANNED
128,352,504,149,Preston,Melissa,4728,352170,NOT BANNED
268,545,283,628,Davis,Lori,8424,271065,BANNED
251,825,184,986,Coleman,Preston,2212,491456,BANNED
700,174,461,817,Lucas,Paul,6550,475909,BANNED
661,419,736,456,Cooper,Adam,4926,463262,NOT BANNED
880,680,406,426,Santiago,John,2064,940241,BANNED
841,753,318,134,Robinson,Michael,9365,662594,NOT BANNED
115,686,959,158,Garrison,Christopher,5356,151609,BANNED
541,810,595,667,Harrison,Mary,5170,394168,BANNED
256,734,157,123,Roberts,Sean,9318,852955,BANNED
896,49,957,264,Jordan,Ashley,2900,941826,BANNED
868,979,437,904,Schneider,Brandon,3230,114380,BANNED
20,711,425,571,Howard,Andrew,1561,422227,NOT BANNED
827,930,888,688,Bishop,Sarah,4232,986469,BANNED
654,415,34,81,Henderson,Emily,1403,278497,NOT BANNED
483,963,977,115,Nelson,Erik,6797,398170,NOT BANNED
852,362,464,723,Meyers,Jeanne,3671,177952,BANNED
734,289,561,339,Todd,Emily,6951,796799,BANNED
35,833,884,26,Ruiz,Joseph,9114,189949,BANNED
660,975,546,836,Conner,Yolanda,4621,412057,BANNED
439,882,647,928,Arias,Bradley,2874,639770,NOT BANNED
677,429,125,972,Robinson,Eric,3200,304178,NOT BANNED
476,191,551,779,Ferguson,Kyle,9336,813847,NOT BANNED
314,929,297,55,Jenkins,Laurie,6170,803648,BANNED
17,748,990,375,Miller,Greg,2202,128428,BANNED
963,149,858,329,Arellano,Dylan,2975,363963,BANNED
512,922,435,193,Durham,Frank,4127,308604,NOT BANNED
141,585,605,338,Shaw,Melanie,6253,683660,BANNED
937,428,192,819,Sellers,Jamie,5559,405085,NOT BANNED
883,430,195,860,Rodriguez,Carol,9942,521650,NOT BANNED
448,581,706,954,Walker,Leonard,4584,509019,NOT BANNED
130,257,747,172,Choi,Jacob,3757,917069,BANNED
322,162,98,13,Brown,Holly,6056,552770,NOT BANNED
350,83,219,265,Lee,Tina,1697,895442,NOT BANNED
957,638,259,605,Baker,Joshua,9523,179896,BANNED
153,644,796,250,Duran,Jimmy,8866,937741,BANNED
803,470,388,937,Kelly,Tammy,4008,778269,NOT BANNED
385,620,353,359,Park,Nicholas,5415,230134,NOT BANNED
587,394,330,941,Mathis,Jacqueline,5787,824133,NOT BANNED
356,588,451,494,Delgado,Wesley,8486,303292,BANNED
58,339,594,701,Ryan,Sheri,9866,177505,BANNED
804,735,897,472,Rose,Ryan,1829,443818,NOT BANNED
586,478,766,585,Moore,Jose,9331,814246,BANNED
310,514,60,874,Underwood,Pamela,1012,892062,BANNED
274,662,922,239,Perry,Jamie,3791,283496,NOT BANNED
263,306,447,99,Dunlap,Cathy,4730,565647,NOT BANNED
956,369,940,991,Dillon,Shawn,4052,913540,NOT BANNED
775,138,301,826,Short,Danielle,6300,771117,NOT BANNED
110,533,161,533,Johnson,Bradley,2813,704305,BANNED
441,320,710,580,Johnson,Charles,6034,717429,BANNED
368,947,216,544,Ortiz,Monica,2811,230369,NOT BANNED
463,130,564,844,Herring,Lisa,3228,612450,NOT BANNED
181,758,28,350,Merritt,Joseph,6107,379748,BANNED
668,274,906,341,Roberson,Tracie,4916,432525,BANNED
496,610,245,741,Kelly,Seth,8138,740299,BANNED
695,854,269,915,Morse,Jared,5374,214896,BANNED
369,678,635,483,Stuart,Anthony,8026,986762,BANNED
389,187,840,202,Brown,Eric,3837,544616,NOT BANNED
558,175,742,343,Tucker,Cheryl,3991,876953,NOT BANNED
330,70,387,880,Ramirez,Charles,1097,267107,BANNED
743,413,281,920,Cooper,Brittany,2391,430772,NOT BANNED
981,365,503,385,Baker,James,1744,113249,BANNED
312,684,655,816,Hill,Holly,5618,493037,BANNED
755,131,981,262,Schultz,Tiffany,2529,148288,NOT BANNED
889,475,263,966,Johnson,Sara,9263,247764,BANNED
738,132,671,862,Thompson,Jessica,4446,752577,BANNED
299,13,919,429,Daniel,Steven,2966,428277,BANNED
304,236,404,848,Morgan,Samantha,7533,511683,NOT BANNED
275,791,175,881,Davis,Glenda,5733,257747,BANNED
245,948,916,414,Williams,David,3776,973188,NOT BANNED
634,762,891,976,Donovan,Janet,4052,660458,NOT BANNED
169,108,696,626,Steele,Roberto,4834,527203,NOT BANNED
726,433,637,693,Lopez,Mark,6226,611706,BANNED
592,851,703,486,Shepherd,Edward,3385,314454,NOT BANNED
580,511,570,48,Lewis,Derek,9830,712084,NOT BANNED
557,169,986,161,Villegas,Carly,4547,844713,NOT BANNED
935,127,938,637,Soto,Autumn,1060,540952,NOT BANNED
869,168,463,627,Reilly,Jamie,8448,282111,BANNED
968,600,319,561,Thompson,Keith,1035,860599,NOT BANNED
572,123,131,164,Todd,William,9401,341417,NOT BANNED
474,985,753,299,Miller,Donna,6332,928078,NOT BANNED
175,746,809,863,Meyer,Antonio,4449,578778,NOT BANNED
207,197,477,323,Smith,Aaron,3857,902162,BANNED
760,582,253,179,Garza,Nicole,6078,983141,BANNED
140,397,410,962,Allen,Margaret,7791,399447,NOT BANNED
520,45,989,379,Oliver,Karen,6782,414514,BANNED
906,293,429,660,Hudson,Crystal,4148,796211,BANNED
430,449,85,807,Brown,Randy,8725,347258,NOT BANNED
945,634,354,737,Young,Sarah,8559,979457,BANNED
402,730,584,64,Roberts,Kim,8406,915450,NOT BANNED
817,294,109,188,Miller,Joseph,5221,194415,BANNED
302,86,386,763,Brown,Thomas,9762,382475,BANNED
63,977,78,457,Huff,William,4517,903928,BANNED
687,367,431,367,Thomas,Rachel,7035,886318,BANNED
255,884,344,914,Graham,Penny,3925,523322,BANNED
932,924,215,388,Gates,Brandon,7937,138647,NOT BANNED
90,493,462,309,Watts,Sara,5618,508935,NOT BANNED
866,328,399,867,Jordan,Sandra,3754,462762,NOT BANNED
78,113,443,4,Blankenship,Chad,4948,806009,BANNED
710,598,105,59,Tran,Sean,7171,441363,NOT BANNED
951,79,900,980,Howard,Christian,7228,545321,NOT BANNED
122,399,42,751,Sawyer,Krista,6219,968141,NOT BANNED
505,378,589,761,Rivera,Joseph,8982,727553,NOT BANNED
308,302,508,88,Williams,Erin,8047,433064,BANNED
469,56,942,640,Hoffman,Thomas,6595,281542,BANNED
887,390,600,801,Stewart,Connie,2487,589109,BANNED
664,567,901,550,Wilkins,Samantha,8678,968128,NOT BANNED
317,80,814,195,Miranda,Nicholas,2498,581794,NOT BANNED
309,229,951,83,Thomas,Eddie,4284,371145,NOT BANNED
81,991,7,436,Clark,Dustin,3867,988335,NOT BANNED
618,387,817,859,Webster,David,1268,923631,NOT BANNED
486,355,251,318,Vargas,Benjamin,1857,594790,BANNED
929,129,265,577,Delgado,Samuel,8278,751117,BANNED
353,823,181,301,Mcgee,Stephanie,1238,356479,NOT BANNED
159,106,21,639,Hanson,Adam,6486,229737,NOT BANNED
944,424,370,138,Sanders,Richard,4324,173707,BANNED
549,941,119,293,Hansen,Amanda,2933,414242,NOT BANNED
820,346,412,12,Lynch,Anthony,7189,622763,NOT BANNED
184,633,838,878,Montgomery,Matthew,7195,876919,NOT BANNED
725,32,985,575,Taylor,Don,2397,458427,NOT BANNED
257,383,621,735,Lee,Jessica,8697,167865,NOT BANNED
987,143,803,501,Smith,Timothy,1343,124836,NOT BANNED
272,550,972,998,Booth,Jacob,3823,708540,BANNED
547,486,409,372,Gates,Daniel,6743,809801,BANNED
377,885,285,183,Cohen,Brianna,2070,552475,BANNED
407,811,692,818,Duran,Robin,6416,444209,NOT BANNED
978,279,826,136,Aguilar,Maria,1311,489143,NOT BANNED
619,546,911,23,Nichols,Shelby,1713,119847,NOT BANNED
116,259,305,235,Johnson,Brooke,8703,502100,NOT BANNED
331,675,831,540,Greene,Julie,1521,658584,NOT BANNED
12,55,168,879,Graham,Cesar,6802,258739,BANNED
620,1,519,142,Morgan,Sara,8490,372153,BANNED
955,553,480,166,Valencia,Jenna,7487,368080,BANNED
376,628,166,98,Martinez,Barbara,1271,140137,BANNED
237,782,22,330,Herrera,Madeline,3415,135467,NOT BANNED
488,474,332,959,Guzman,William,6607,851091,NOT BANNED
206,461,185,44,Lopez,Cameron,5560,349554,NOT BANNED
703,88,597,42,Barker,Cindy,2103,892695,NOT BANNED
609,125,945,152,Holder,Mary,4182,981377,BANNED
23,499,874,854,Ellis,Andrew,3411,842349,NOT BANNED
920,816,933,95,Garcia,Jamie,4096,191520,BANNED
554,794,250,597,Davis,John,2926,192940,BANNED
632,39,242,892,Baker,Jacob,9085,444969,BANNED
973,507,223,746,Riggs,Mary,9103,969530,BANNED
672,361,342,251,Johnson,Erin,3294,434498,NOT BANNED
157,691,340,618,Carlson,Michael,5704,246972,NOT BANNED
403,955,264,49,Sanchez,Richard,7978,406102,NOT BANNED
61,886,289,518,Potter,Susan,9774,558115,NOT BANNED
745,973,203,280,Woods,Tammy,6381,617812,NOT BANNED
912,358,734,474,White,Gary,2328,757073,NOT BANNED
522,820,23,282,Hunter,Charles,6681,559925,BANNED
529,398,752,551,Thomas,Bethany,1547,996234,NOT BANNED
933,64,415,131,Swanson,Crystal,9335,928688,NOT BANNED
82,210,609,295,Wright,Jason,7848,166602,BANNED
864,677,176,656,Webb,Heather,7945,983646,BANNED
36,337,369,650,Santos,Christina,3439,462932,BANNED
328,66,633,244,Harris,Heather,6057,725947,BANNED
844,670,439,279,Miles,Caroline,2587,625045,NOT BANNED
674,501,182,171,Espinoza,Lori,3987,610816,BANNED
230,541,535,419,Barnes,Maria,2649,925438,NOT BANNED
779,490,331,787,Hunt,Angela,7255,738589,BANNED
546,313,49,200,Bird,Brenda,2442,413406,BANNED
967,82,396,964,Wong,Trevor,1485,409069,NOT BANNED
224,645,254,322,Miller,Kathy,5163,254517,NOT BANNED
606,286,273,576,Long,David,9800,870752,BANNED
899,688,147,922,Mata,Brian,2922,927792,BANNED
913,739,81,106,Roberts,Cassandra,7409,948356,NOT BANNED
145,473,502,926,Lawson,Jonathan,6279,461998,BANNED
77,53,308,82,Dougherty,Eric,4942,991860,BANNED
962,498,274,30,Peters,Sharon,8632,946836,BANNED
409,336,566,929,Montes,Steve,8475,840335,NOT BANNED
715,69,117,108,Harris,Timothy,8717,577388,BANNED
326,332,654,847,Mcgee,Larry,3394,568549,NOT BANNED
358,380,172,35,Contreras,Chelsea,3666,999595,NOT BANNED
523,292,327,536,Thompson,Toni,9006,421308,NOT BANNED
500,364,146,221,Murphy,Kimberly,9207,705104,NOT BANNED
411,340,484,143,Doyle,Joseph,1882,338315,BANNED
845,858,976,205,White,Jim,9031,599223,BANNED
688,701,689,916,Mcclure,Justin,9253,411874,BANNED
681,7,641,440,Bowen,Allen,2353,906357,NOT BANNED
298,953,700,841,Morgan,Karen,6828,546204,BANNED
166,824,918,62,Mcguire,Susan,5783,263405,NOT BANNED
781,370,155,137,Dunn,Brian,7664,290515,BANNED
983,447,218,750,Greene,Richard,7660,236761,BANNED
591,987,116,739,Patel,Darryl,7749,791878,BANNED
212,277,179,595,Owens,Jason,9823,808910,BANNED
826,679,965,93,Santana,Manuel,5635,888278,NOT BANNED
264,818,521,767,Lutz,Daniel,5829,222714,NOT BANNED
210,112,103,275,Sullivan,Robert,3580,105280,NOT BANNED
886,950,336,757,Henderson,John,1272,331589,NOT BANNED
758,256,246,708,Silva,Wesley,7546,790940,BANNED
92,879,533,363,Anderson,Kerri,5294,109396,NOT BANNED
259,906,629,348,Olson,Kristine,7814,396332,BANNED
890,254,335,468,Lee,Kimberly,1834,295957,BANNED
888,534,64,216,Blair,Brandon,9785,309917,BANNED
628,641,108,983,Burton,Garrett,7625,993432,BANNED
949,515,773,428,May,Randy,6885,940455,BANNED
977,182,875,606,Griffin,Nicole,7832,865674,BANNED
812,593,725,871,Welch,Randall,8608,517391,NOT BANNED
938,322,679,553,Hamilton,Francisco,3467,429156,BANNED
261,47,783,759,Mays,Darlene,2145,886191,NOT BANNED
493,134,270,19,Davis,Brittany,7076,224844,NOT BANNED
365,159,774,932,Young,Denise,9942,490083,BANNED
769,416,866,40,Williams,Robert,6536,946411,NOT BANNED
321,870,454,899,Garcia,Daniel,4696,179047,NOT BANNED
870,98,993,857,Morgan,Mary,9862,435423,BANNED
344,105,414,710,Hudson,Sara,5147,688673,BANNED
903,469,199,79,Nicholson,Matthew,1863,184001,NOT BANNED
744,319,979,451,Smith,Kyle,2607,141899,BANNED
902,664,143,52,Hunter,Darren,6597,205755,BANNED
142,61,322,74,Nelson,Logan,2751,870603,BANNED
89,687,907,78,Lopez,Natalie,2516,989360,NOT BANNED
282,772,821,218,Fisher,Gina,1070,309762,BANNED
778,790,398,393,Chavez,David,2158,480192,BANNED
641,650,194,418,Martinez,Kevin,6793,536868,BANNED
693,809,668,324,Pearson,Jason,1365,647010,NOT BANNED
898,147,213,180,Young,Samantha,6517,272473,BANNED
390,22,801,835,Pugh,Robert,6875,495012,BANNED
894,223,627,838,Stevens,Ann,7426,405798,BANNED
976,425,54,313,Benson,John,2584,408911,NOT BANNED
152,330,887,439,Carey,Emily,6477,249862,NOT BANNED
262,602,90,31,Snow,Edwin,6675,677507,NOT BANNED
625,460,667,680,Travis,Alexander,8820,732996,NOT BANNED
808,270,820,620,Hicks,Melanie,3973,266133,BANNED
653,31,133,793,Galloway,Heidi,4183,940854,NOT BANNED
503,672,915,833,Sanders,Richard,8256,953604,BANNED
452,728,300,376,Johnson,Katie,5643,608501,BANNED
876,43,433,365,Smith,David,8577,647133,NOT BANNED
942,750,390,661,Morrison,Catherine,2217,421361,NOT BANNED
911,300,944,651,Chang,Rhonda,3725,221646,NOT BANNED
